Dniva;AGI
Dniva9438;AT3G58900
Dniva9453;AT1G72610
Dniva9708;AT1G70950
Dniva9766;AT1G70520
Dniva9929;AT1G69870
Dniva15996;AT1G01010
Dniva15947;AT1G01040
Dniva15975;AT1G01090
Dniva15945;AT1G01110
Dniva15986;AT1G01120
Dniva15971;AT1G01140
Dniva15988;AT1G01180
Dniva15965;AT1G01190
Dniva15964;AT1G01200
Dniva15960;AT1G01225
Dniva15957;AT1G01230
Dniva15985;AT1G01250
Dniva15956;AT1G01280
Dniva15951;AT1G01300
Dniva15992;AT1G01305
Dniva15989;AT1G01310
Dniva15946;AT1G01350
Dniva15954;AT1G01360
Dniva15980;AT1G01430
Dniva15977;AT1G01440
Dniva15969;AT1G01450
Dniva15949;AT1G01460
Dniva15968;AT1G01470
Dniva15943;AT1G01480
Dniva16085;AT1G01500
Dniva16080;AT1G01510
Dniva16131;AT1G01680
Dniva16062;AT1G01695
Dniva16069;AT1G01710
Dniva16076;AT1G01720
Dniva16135;AT1G01725
Dniva16059;AT1G01730
Dniva16060;AT1G01750
Dniva16094;AT1G01770
Dniva16153;AT1G01810
Dniva16156;AT1G01840
Dniva16058;AT1G01900
Dniva5572;AT1G01910
Dniva16112;AT1G01910
Dniva16098;AT1G01940
Dniva16072;AT1G01950
Dniva16054;AT1G01970
Dniva16150;AT1G01990
Dniva16134;AT1G02030
Dniva16136;AT1G02040
Dniva16132;AT1G02050
Dniva16129;AT1G02060
Dniva16114;AT1G02070
Dniva16075;AT1G02080
Dniva16142;AT1G02140
Dniva16073;AT1G02150
Dniva16100;AT1G02170
Dniva16104;AT1G02180
Dniva16008;AT1G02330
Dniva15993;AT1G02335
Dniva16023;AT1G02400
Dniva16019;AT1G02405
Dniva16037;AT1G02420
Dniva16053;AT1G02450
Dniva16004;AT1G02460
Dniva16001;AT1G02475
Dniva16006;AT1G02510
Dniva16041;AT1G02550
Dniva16038;AT1G02560
Dniva17434;AT1G02590
Dniva16020;AT1G02640
Dniva15994;AT1G02660
Dniva16036;AT1G02700
Dniva16005;AT1G02730
Dniva16015;AT1G02740
Dniva16002;AT1G02790
Dniva15934;AT1G02813
Dniva15933;AT1G02816
Dniva15885;AT1G02870
Dniva15940;AT1G02900
Dniva15903;AT1G02910
Dniva15915;AT1G02970
Dniva15898;AT1G03000
Dniva15920;AT1G03010
Dniva15911;AT1G03020
Dniva15919;AT1G03030
Dniva15910;AT1G03100
Dniva15922;AT1G03110
Dniva15899;AT1G03140
Dniva15932;AT1G03150
Dniva15921;AT1G03160
Dniva15930;AT1G03170
Dniva15902;AT1G03250
Dniva15906;AT1G03260
Dniva15935;AT1G03320
Dniva15813;AT1G03330
Dniva15820;AT1G03350
Dniva16246;AT1G03370
Dniva15857;AT1G03380
Dniva15821;AT1G03475
Dniva15836;AT1G03540
Dniva15861;AT1G03550
Dniva15837;AT1G03600
Dniva15811;AT1G03610
Dniva15807;AT1G03630
Dniva15864;AT1G03650
Dniva15853;AT1G03670
Dniva15810;AT1G03687
Dniva15804;AT1G03700
Dniva15870;AT1G03730
Dniva15842;AT1G03760
Dniva15876;AT1G03790
Dniva15819;AT1G03810
Dniva15832;AT1G03905
Dniva15877;AT1G03970
Dniva15839;AT1G03990
Dniva15768;AT1G04110
Dniva15762;AT1G04120
Dniva15763;AT1G04150
Dniva15789;AT1G04200
Dniva15785;AT1G04210
Dniva15777;AT1G04230
Dniva15781;AT1G04250
Dniva15802;AT1G04330
Dniva15797;AT1G04360
Dniva15796;AT1G04370
Dniva15766;AT1G04390
Dniva15793;AT1G04420
Dniva15790;AT1G04440
Dniva15680;AT1G04450
Dniva15652;AT1G04530
Dniva15690;AT1G04555
Dniva15673;AT1G04560
Dniva15646;AT1G04570
Dniva15659;AT1G04620
Dniva15669;AT1G04660
Dniva15687;AT1G04670
Dniva15692;AT1G04690
Dniva15657;AT1G04730
Dniva15665;AT1G04750
Dniva15654;AT1G04770
Dniva15653;AT1G04780
Dniva15674;AT1G04790
Dniva15670;AT1G04800
Dniva15658;AT1G04840
Dniva15651;AT1G04850
Dniva15706;AT1G04860
Dniva24080;AT1G04870
Dniva15709;AT1G04890
Dniva15737;AT1G04900
Dniva15723;AT1G04910
Dniva15719;AT1G04920
Dniva15752;AT1G04940
Dniva15710;AT1G05010
Dniva15726;AT1G05020
Dniva15720;AT1G05055
Dniva15753;AT1G05065
Dniva15749;AT1G05100
Dniva15712;AT1G05120
Dniva23614;AT1G05190
Dniva15730;AT1G05205
Dniva15708;AT1G05230
Dniva15623;AT1G05260
Dniva15596;AT1G05290
Dniva15618;AT1G05291
Dniva15603;AT1G05310
Dniva15601;AT1G05350
Dniva15621;AT1G05360
Dniva15590;AT1G05370
Dniva15607;AT1G05430
Dniva15608;AT1G05440
Dniva15620;AT1G05450
Dniva15589;AT1G05490
Dniva15644;AT1G05575
Dniva15609;AT1G05577
Dniva15632;AT1G05620
Dniva15613;AT1G05650
Dniva15610;AT1G05680
Dniva15485;AT1G05720
Dniva15509;AT1G05790
Dniva15501;AT1G05805
Dniva15520;AT1G05810
Dniva15480;AT1G05840
Dniva15503;AT1G05910
Dniva30320;AT1G05940
Dniva15527;AT1G05990
Dniva15473;AT1G06000
Dniva15511;AT1G06010
Dniva15478;AT1G06040
Dniva15482;AT1G06050
Dniva15470;AT1G06070
Dniva15536;AT1G06135
Dniva15535;AT1G06137
Dniva15532;AT1G06160
Dniva15499;AT1G06180
Dniva15471;AT1G06200
Dniva15506;AT1G06210
Dniva15526;AT1G06225
Dniva15498;AT1G06260
Dniva15562;AT1G06280
Dniva15555;AT1G06330
Dniva15578;AT1G06380
Dniva15544;AT1G06400
Dniva15550;AT1G06440
Dniva15563;AT1G06510
Dniva15577;AT1G06530
Dniva15552;AT1G06540
Dniva15545;AT1G06570
Dniva15537;AT1G06590
Dniva15564;AT1G06620
Dniva15538;AT1G06660
Dniva15561;AT1G06690
Dniva15384;AT1G06730
Dniva15358;AT1G06760
Dniva15366;AT1G06820
Dniva15365;AT1G06840
Dniva15379;AT1G06890
Dniva15406;AT1G06930
Dniva15361;AT1G06950
Dniva15411;AT1G06980
Dniva15391;AT1G06990
Dniva15357;AT1G07000
Dniva15372;AT1G07040
Dniva15402;AT1G07070
Dniva15383;AT1G07090
Dniva15370;AT1G07110
Dniva15403;AT1G07130
Dniva15360;AT1G07140
Dniva15414;AT1G07230
Dniva15422;AT1G07290
Dniva15455;AT1G07420
Dniva15417;AT1G07430
Dniva15445;AT1G07485
Dniva15468;AT1G07500
Dniva15462;AT1G07530
Dniva15431;AT1G07540
Dniva15444;AT1G07560
Dniva15326;AT1G07630
Dniva15300;AT1G07645
Dniva25052;AT1G07660
Dniva15353;AT1G07680
Dniva15304;AT1G07705
Dniva15336;AT1G07725
Dniva6462;AT1G07795
Dniva15342;AT1G07830
Dniva15322;AT1G07850
Dniva15308;AT1G07880
Dniva15341;AT1G07900
Dniva16923;AT1G07970
Dniva15294;AT1G07985
Dniva15259;AT1G08050
Dniva15280;AT1G08110
Dniva15264;AT1G08135
Dniva15253;AT1G08150
Dniva15274;AT1G08160
Dniva15254;AT1G08170
Dniva15283;AT1G08190
Dniva15266;AT1G08200
Dniva15265;AT1G08210
Dniva15258;AT1G08230
Dniva15261;AT1G08250
Dniva15281;AT1G08260
Dniva15247;AT1G08290
Dniva15287;AT1G08340
Dniva15288;AT1G08370
Dniva15248;AT1G08400
Dniva15176;AT1G08465
Dniva15160;AT1G08470
Dniva15178;AT1G08500
Dniva15156;AT1G08510
Dniva15185;AT1G08520
Dniva15187;AT1G08540
Dniva15168;AT1G08560
Dniva15175;AT1G08570
Dniva15165;AT1G08580
Dniva15190;AT1G08590
Dniva15172;AT1G08610
Dniva15163;AT1G08640
Dniva15173;AT1G08650
Dniva15169;AT1G08695
Dniva15217;AT1G08760
Dniva15235;AT1G08770
Dniva15198;AT1G08780
Dniva15212;AT1G08790
Dniva15213;AT1G08860
Dniva15199;AT1G08880
Dniva15223;AT1G08960
Dniva15229;AT1G08980
Dniva5898;AT1G08985
Dniva15206;AT1G09010
Dniva15207;AT1G09020
Dniva15239;AT1G09030
Dniva15150;AT1G09070
Dniva15128;AT1G09155
Dniva15125;AT1G09210
Dniva15142;AT1G09240
Dniva15152;AT1G09245
Dniva15148;AT1G09250
Dniva22630;AT1G09260
Dniva15118;AT1G09280
Dniva15122;AT1G09290
Dniva15137;AT1G09300
Dniva15127;AT1G09320
Dniva15124;AT1G09330
Dniva15134;AT1G09340
Dniva15145;AT1G09360
Dniva15112;AT1G09380
Dniva15048;AT1G09460
Dniva15059;AT1G09520
Dniva15039;AT1G09540
Dniva15034;AT1G09560
Dniva15035;AT1G09600
Dniva15021;AT1G09680
Dniva15045;AT1G09750
Dniva15019;AT1G09760
Dniva15095;AT1G09794
Dniva15088;AT1G09812
Dniva15092;AT1G09815
Dniva15085;AT1G09850
Dniva15082;AT1G09870
Dniva15080;AT1G09900
Dniva15070;AT1G09920
Dniva15087;AT1G09970
Dniva15064;AT1G10020
Dniva15081;AT1G10030
Dniva15093;AT1G10060
Dniva15086;AT1G10130
Dniva14983;AT1G10140
Dniva14991;AT1G10150
Dniva14967;AT1G10200
Dniva14963;AT1G10280
Dniva14999;AT1G10330
Dniva14995;AT1G10380
Dniva14992;AT1G10385
Dniva14969;AT1G10410
Dniva14982;AT1G10460
Dniva14950;AT1G10480
Dniva14916;AT1G10500
Dniva14938;AT1G10510
Dniva14941;AT1G10520
Dniva14917;AT1G10530
Dniva14930;AT1G10550
Dniva14898;AT1G10700
Dniva14896;AT1G10720
Dniva14870;AT1G10750
Dniva14882;AT1G10770
Dniva14867;AT1G10880
Dniva14891;AT1G10910
Dniva14874;AT1G10940
Dniva14888;AT1G11020
Dniva14866;AT1G11040
Dniva14906;AT1G11050
Dniva14905;AT1G11090
Dniva14884;AT1G11112
Dniva14857;AT1G11125
Dniva14846;AT1G11130
Dniva14832;AT1G11190
Dniva14847;AT1G11200
Dniva14829;AT1G11210
Dniva14831;AT1G11240
Dniva14835;AT1G11290
Dniva14843;AT1G11320
Dniva14793;AT1G11380
Dniva14767;AT1G11390
Dniva14808;AT1G11430
Dniva14810;AT1G11440
Dniva14812;AT1G11475
Dniva14784;AT1G11530
Dniva14768;AT1G11545
Dniva14827;AT1G11572
Dniva14818;AT1G11600
Dniva14828;AT1G11608
Dniva14776;AT1G11630
Dniva14789;AT1G11650
Dniva14817;AT1G11655
Dniva14806;AT1G11690
Dniva14816;AT1G11700
Dniva14803;AT1G11720
Dniva14807;AT1G11730
Dniva14769;AT1G11740
Dniva14798;AT1G11750
Dniva14779;AT1G11755
Dniva14824;AT1G11765
Dniva14771;AT1G11780
Dniva14788;AT1G11790
Dniva14778;AT1G11800
Dniva14777;AT1G11820
Dniva14714;AT1G11890
Dniva14710;AT1G11915
Dniva14727;AT1G11925
Dniva14711;AT1G12010
Dniva14725;AT1G12020
Dniva14685;AT1G12030
Dniva14716;AT1G12040
Dniva14715;AT1G12050
Dniva14728;AT1G12064
Dniva14692;AT1G12070
Dniva14747;AT1G12110
Dniva14732;AT1G12120
Dniva14751;AT1G12180
Dniva14754;AT1G12230
Dniva14748;AT1G12244
Dniva14752;AT1G12250
Dniva14733;AT1G12260
Dniva14661;AT1G12320
Dniva14662;AT1G12360
Dniva14639;AT1G12370
Dniva14671;AT1G12410
Dniva14634;AT1G12420
Dniva14641;AT1G12430
Dniva14672;AT1G12450
Dniva14664;AT1G12470
Dniva14632;AT1G12480
Dniva14637;AT1G12500
Dniva14640;AT1G12520
Dniva14663;AT1G12560
Dniva14636;AT1G12570
Dniva14660;AT1G12580
Dniva14628;AT1G12630
Dniva14591;AT1G12680
Dniva14604;AT1G12790
Dniva14631;AT1G12805
Dniva14569;AT1G12830
Dniva14576;AT1G12840
Dniva14588;AT1G12845
Dniva14559;AT1G12850
Dniva14582;AT1G12880
Dniva14585;AT1G12890
Dniva14563;AT1G12930
Dniva14571;AT1G12970
Dniva14586;AT1G12980
Dniva14561;AT1G13030
Dniva14540;AT1G13130
Dniva14526;AT1G13170
Dniva14547;AT1G13180
Dniva14527;AT1G13195
Dniva14557;AT1G13245
Dniva14538;AT1G13250
Dniva14545;AT1G13270
Dniva14546;AT1G13280
Dniva14525;AT1G13290
Dniva14544;AT1G13300
Dniva14542;AT1G13330
Dniva14535;AT1G13340
Dniva14530;AT1G13380
Dniva14513;AT1G13410
Dniva14517;AT1G13470
Dniva14507;AT1G13590
Dniva14519;AT1G13600
Dniva14523;AT1G13608
Dniva14481;AT1G13670
Dniva14470;AT1G13680
Dniva14469;AT1G13690
Dniva14460;AT1G13710
Dniva14474;AT1G13740
Dniva14468;AT1G13755
Dniva14475;AT1G13770
Dniva14427;AT1G13870
Dniva14414;AT1G13970
Dniva14438;AT1G14000
Dniva14418;AT1G14030
Dniva14428;AT1G14060
Dniva10851;AT1G14110
Dniva14337;AT1G14140
Dniva14361;AT1G14190
Dniva14360;AT1G14205
Dniva14338;AT1G14210
Dniva14340;AT1G14270
Dniva14365;AT1G14280
Dniva14346;AT1G14290
Dniva14342;AT1G14300
Dniva14350;AT1G14330
Dniva14392;AT1G14340
Dniva14398;AT1G14345
Dniva14397;AT1G14370
Dniva14394;AT1G14390
Dniva14374;AT1G14460
Dniva14402;AT1G14470
Dniva14383;AT1G14520
Dniva14373;AT1G14540
Dniva14405;AT1G14550
Dniva14400;AT1G14560
Dniva14311;AT1G14600
Dniva14309;AT1G14660
Dniva14331;AT1G14680
Dniva14328;AT1G14687
Dniva14323;AT1G14700
Dniva14327;AT1G14730
Dniva14304;AT1G14740
Dniva14321;AT1G14755
Dniva14242;AT1G14780
Dniva14236;AT1G14820
Dniva14231;AT1G14850
Dniva14241;AT1G14860
Dniva14252;AT1G14890
Dniva14269;AT1G14950
Dniva14267;AT1G14960
Dniva14271;AT1G14980
Dniva14300;AT1G15010
Dniva14259;AT1G15020
Dniva14278;AT1G15080
Dniva14296;AT1G15100
Dniva14283;AT1G15110
Dniva14263;AT1G15130
Dniva14201;AT1G15230
Dniva14218;AT1G15240
Dniva14224;AT1G15260
Dniva14198;AT1G15270
Dniva14219;AT1G15330
Dniva14217;AT1G15370
Dniva14229;AT1G15385
Dniva14225;AT1G15390
Dniva14203;AT1G15415
Dniva14190;AT1G15440
Dniva14171;AT1G15480
Dniva14173;AT1G15510
Dniva14161;AT1G15520
Dniva14160;AT1G15550
Dniva14159;AT1G15580
Dniva14183;AT1G15670
Dniva14167;AT1G15700
Dniva14182;AT1G15710
Dniva14172;AT1G15740
Dniva14157;AT1G15757
Dniva14185;AT1G15760
Dniva14096;AT1G15800
Dniva14105;AT1G15810
Dniva14095;AT1G15820
Dniva14131;AT1G15940
Dniva14128;AT1G15980
Dniva14111;AT1G16022
Dniva14136;AT1G16090
Dniva14122;AT1G16170
Dniva32183;AT1G16210
Dniva14121;AT1G16280
Dniva14120;AT1G16290
Dniva14045;AT1G16320
Dniva14028;AT1G16330
Dniva14024;AT1G16420
Dniva14036;AT1G16445
Dniva14052;AT1G16480
Dniva14070;AT1G16500
Dniva14092;AT1G16510
Dniva14061;AT1G16530
Dniva14075;AT1G16540
Dniva14063;AT1G16570
Dniva14064;AT1G16630
Dniva14085;AT1G16640
Dniva14080;AT1G16650
Dniva14087;AT1G16720
Dniva14068;AT1G16730
Dniva14089;AT1G16740
Dniva14073;AT1G16760
Dniva14082;AT1G16790
Dniva14060;AT1G16800
Dniva14004;AT1G16850
Dniva14000;AT1G16870
Dniva14009;AT1G16880
Dniva14001;AT1G16900
Dniva13964;AT1G16920
Dniva13988;AT1G16940
Dniva13993;AT1G16950
Dniva13973;AT1G16960
Dniva13968;AT1G16970
Dniva13963;AT1G17060
Dniva13977;AT1G17100
Dniva13982;AT1G17120
Dniva13998;AT1G17147
Dniva13962;AT1G17160
Dniva13948;AT1G17180
Dniva13946;AT1G17190
Dniva13935;AT1G17200
Dniva13924;AT1G17210
Dniva13939;AT1G17330
Dniva13942;AT1G17340
Dniva13956;AT1G17345
Dniva13938;AT1G17360
Dniva13806;AT1G17430
Dniva5491;AT1G17450
Dniva13854;AT1G17480
Dniva13867;AT1G17490
Dniva13852;AT1G17510
Dniva13857;AT1G17540
Dniva13883;AT1G17620
Dniva13863;AT1G17650
Dniva13853;AT1G17665
Dniva13882;AT1G17700
Dniva13873;AT1G17745
Dniva13782;AT1G17790
Dniva10397;AT1G17800
Dniva13789;AT1G17840
Dniva15191;AT1G17860
Dniva13783;AT1G17870
Dniva13787;AT1G17950
Dniva13762;AT1G18040
Dniva13757;AT1G18100
Dniva13775;AT1G18170
Dniva13761;AT1G18190
Dniva13725;AT1G18270
Dniva13739;AT1G18280
Dniva13753;AT1G18290
Dniva13731;AT1G18340
Dniva13732;AT1G18360
Dniva13730;AT1G18370
Dniva9253;AT1G18450
Dniva2840;AT1G18480
Dniva13898;AT1G18520
Dniva13892;AT1G18550
Dniva13901;AT1G18580
Dniva13834;AT1G18670
Dniva13832;AT1G18680
Dniva13840;AT1G18730
Dniva13846;AT1G18740
Dniva13829;AT1G18810
Dniva13826;AT1G18835
Dniva13827;AT1G18860
Dniva13808;AT1G18880
Dniva13814;AT1G18960
Dniva13801;AT1G18990
Dniva13816;AT1G19020
Dniva13693;AT1G19050
Dniva13699;AT1G19100
Dniva13702;AT1G19110
Dniva13705;AT1G19120
Dniva13696;AT1G19140
Dniva13701;AT1G19150
Dniva13698;AT1G19170
Dniva13684;AT1G19210
Dniva13682;AT1G19220
Dniva13665;AT1G19230
Dniva7169;AT1G19240
Dniva13657;AT1G19250
Dniva13663;AT1G19300
Dniva13641;AT1G19310
Dniva13640;AT1G19330
Dniva13647;AT1G19340
Dniva13646;AT1G19380
Dniva13615;AT1G19490
Dniva13633;AT1G19580
Dniva13632;AT1G19600
Dniva13619;AT1G19610
Dniva13617;AT1G19640
Dniva13616;AT1G19670
Dniva13561;AT1G19720
Dniva13564;AT1G19730
Dniva13576;AT1G19830
Dniva13551;AT1G19840
Dniva13553;AT1G19850
Dniva13546;AT1G19920
Dniva13554;AT1G19950
Dniva13608;AT1G19960
Dniva13611;AT1G20070
Dniva13597;AT1G20110
Dniva13589;AT1G20150
Dniva13578;AT1G20190
Dniva13590;AT1G20220
Dniva13591;AT1G20225
Dniva13605;AT1G20230
Dniva13580;AT1G20270
Dniva13537;AT1G20300
Dniva13543;AT1G20310
Dniva13533;AT1G20340
Dniva13542;AT1G20350
Dniva13530;AT1G20370
Dniva13480;AT1G20410
Dniva13486;AT1G20430
Dniva13490;AT1G20460
Dniva13477;AT1G20480
Dniva13511;AT1G20560
Dniva13508;AT1G20575
Dniva13521;AT1G20580
Dniva13510;AT1G20610
Dniva13452;AT1G20670
Dniva13464;AT1G20693
Dniva13447;AT1G20823
Dniva13437;AT1G20850
Dniva13446;AT1G20900
Dniva13442;AT1G20925
Dniva13428;AT1G20990
Dniva13422;AT1G21010
Dniva13423;AT1G21050
Dniva13420;AT1G21065
Dniva13407;AT1G21080
Dniva13370;AT1G21140
Dniva13353;AT1G21190
Dniva28181;AT1G21280
Dniva13350;AT1G21380
Dniva13360;AT1G21400
Dniva13359;AT1G21430
Dniva13394;AT1G21450
Dniva13384;AT1G21480
Dniva13386;AT1G21500
Dniva13387;AT1G21510
Dniva13391;AT1G21528
Dniva13390;AT1G21550
Dniva13315;AT1G21650
Dniva13322;AT1G21651
Dniva13324;AT1G21660
Dniva13323;AT1G21670
Dniva13333;AT1G21680
Dniva13340;AT1G21690
Dniva13343;AT1G21695
Dniva13313;AT1G21700
Dniva13334;AT1G21710
Dniva13327;AT1G21730
Dniva13330;AT1G21740
Dniva13337;AT1G21760
Dniva13338;AT1G21790
Dniva13312;AT1G21830
Dniva13267;AT1G21890
Dniva13265;AT1G21900
Dniva13273;AT1G21910
Dniva9633;AT1G21930
Dniva13245;AT1G22015
Dniva13240;AT1G22030
Dniva13251;AT1G22040
Dniva13250;AT1G22065
Dniva13252;AT1G22070
Dniva13244;AT1G22100
Dniva13238;AT1G22120
Dniva13223;AT1G22130
Dniva13229;AT1G22160
Dniva13227;AT1G22190
Dniva13231;AT1G22210
Dniva13170;AT1G22220
Dniva13168;AT1G22230
Dniva13173;AT1G22250
Dniva13159;AT1G22270
Dniva13174;AT1G22280
Dniva13172;AT1G22330
Dniva13196;AT1G22370
Dniva13130;AT1G22460
Dniva13156;AT1G22470
Dniva13126;AT1G22480
Dniva13132;AT1G22510
Dniva13094;AT1G22600
Dniva13102;AT1G22620
Dniva13105;AT1G22630
Dniva13098;AT1G22670
Dniva13101;AT1G22700
Dniva13097;AT1G22730
Dniva13111;AT1G22760
Dniva13113;AT1G22770
Dniva13047;AT1G22860
Dniva13025;AT1G22920
Dniva13049;AT1G22940
Dniva10855;AT1G23037
Dniva13033;AT1G23050
Dniva969;AT1G23070
Dniva13024;AT1G23090
Dniva13091;AT1G23140
Dniva13081;AT1G23150
Dniva13085;AT1G23180
Dniva13075;AT1G23200
Dniva13063;AT1G23205
Dniva9754;AT1G23220
Dniva13079;AT1G23230
Dniva13062;AT1G23260
Dniva13073;AT1G23270
Dniva13064;AT1G23280
Dniva13077;AT1G23290
Dniva13066;AT1G23300
Dniva13060;AT1G23310
Dniva13061;AT1G23320
Dniva13092;AT1G23350
Dniva13056;AT1G23390
Dniva12998;AT1G23420
Dniva13012;AT1G23450
Dniva12994;AT1G23550
Dniva13006;AT1G23710
Dniva12977;AT1G23740
Dniva13009;AT1G23750
Dniva13004;AT1G23760
Dniva12995;AT1G23790
Dniva13013;AT1G23980
Dniva12965;AT1G24030
Dniva12966;AT1G24090
Dniva12972;AT1G24110
Dniva12953;AT1G24120
Dniva12952;AT1G24130
Dniva12967;AT1G24145
Dniva12666;AT1G24260
Dniva12630;AT1G24310
Dniva12634;AT1G24340
Dniva12659;AT1G24350
Dniva12623;AT1G24405
Dniva12640;AT1G24440
Dniva12645;AT1G24450
Dniva12633;AT1G24470
Dniva12629;AT1G24520
Dniva12672;AT1G24530
Dniva12624;AT1G24540
Dniva12642;AT1G24570
Dniva12663;AT1G24575
Dniva12651;AT1G24590
Dniva12656;AT1G24610
Dniva12654;AT1G24620
Dniva12652;AT1G24764
Dniva20238;AT1G25141
Dniva12749;AT1G25220
Dniva12752;AT1G25260
Dniva12729;AT1G25270
Dniva12724;AT1G25320
Dniva12727;AT1G25360
Dniva12748;AT1G25375
Dniva12726;AT1G25420
Dniva12731;AT1G25422
Dniva12766;AT1G25425
Dniva12742;AT1G25440
Dniva12795;AT1G25460
Dniva15528;AT1G25510
Dniva12803;AT1G25560
Dniva12809;AT1G25570
Dniva12793;AT1G26090
Dniva12824;AT1G26120
Dniva12818;AT1G26170
Dniva12806;AT1G26190
Dniva12834;AT1G26220
Dniva12820;AT1G26230
Dniva12832;AT1G26270
Dniva26814;AT1G26290
Dniva12802;AT1G26340
Dniva9815;AT1G26355
Dniva12822;AT1G26370
Dniva12805;AT1G26450
Dniva12769;AT1G26460
Dniva20618;AT1G26470
Dniva12768;AT1G26500
Dniva12777;AT1G26520
Dniva12771;AT1G26550
Dniva12855;AT1G26620
Dniva12859;AT1G26640
Dniva9774;AT1G26670
Dniva12861;AT1G26690
Dniva12843;AT1G26770
Dniva12858;AT1G26790
Dniva12873;AT1G26799
Dniva12868;AT1G26800
Dniva12857;AT1G26820
Dniva12877;AT1G26830
Dniva12880;AT1G26870
Dniva6213;AT1G26900
Dniva12885;AT1G26940
Dniva12878;AT1G26945
Dniva12882;AT1G26960
Dniva12920;AT1G27050
Dniva12916;AT1G27060
Dniva12939;AT1G27070
Dniva12936;AT1G27090
Dniva12937;AT1G27100
Dniva20296;AT1G27135
Dniva12934;AT1G27200
Dniva12935;AT1G27210
Dniva12643;AT1G27300
Dniva12655;AT1G27310
Dniva12638;AT1G27320
Dniva12625;AT1G27340
Dniva12683;AT1G27435
Dniva12682;AT1G27460
Dniva12711;AT1G27461
Dniva29683;AT1G27510
Dniva12703;AT1G27520
Dniva12676;AT1G27530
Dniva12699;AT1G27595
Dniva12492;AT1G27620
Dniva12462;AT1G27660
Dniva12493;AT1G27670
Dniva12476;AT1G27680
Dniva12399;AT1G27690
Dniva12374;AT1G27700
Dniva12389;AT1G27740
Dniva12448;AT1G27750
Dniva12442;AT1G27760
Dniva12415;AT1G27840
Dniva12424;AT1G27900
Dniva12423;AT1G27910
Dniva12441;AT1G27920
Dniva12430;AT1G27930
Dniva12434;AT1G27950
Dniva12438;AT1G27970
Dniva12440;AT1G27980
Dniva12407;AT1G27990
Dniva12414;AT1G28000
Dniva12420;AT1G28050
Dniva12428;AT1G28140
Dniva12435;AT1G28160
Dniva12409;AT1G28190
Dniva12353;AT1G28250
Dniva12342;AT1G28270
Dniva12329;AT1G28300
Dniva12328;AT1G28320
Dniva12356;AT1G28327
Dniva12344;AT1G28360
Dniva12351;AT1G28375
Dniva12346;AT1G28380
Dniva12357;AT1G28400
Dniva12347;AT1G28420
Dniva12341;AT1G28470
Dniva12355;AT1G28510
Dniva12339;AT1G28540
Dniva12273;AT1G28550
Dniva12297;AT1G28680
Dniva12290;AT1G28690
Dniva9897;AT1G28760
Dniva12308;AT1G28815
Dniva12301;AT1G29010
Dniva12314;AT1G29140
Dniva12274;AT1G29160
Dniva21205;AT1G29179
Dniva12311;AT1G29195
Dniva12300;AT1G29250
Dniva12281;AT1G29260
Dniva12199;AT1G29280
Dniva12202;AT1G29290
Dniva12172;AT1G29330
Dniva12262;AT1G29480
Dniva12228;AT1G29490
Dniva12256;AT1G29520
Dniva12222;AT1G29690
Dniva12165;AT1G29780
Dniva12161;AT1G29850
Dniva12145;AT1G29860
Dniva12135;AT1G29880
Dniva12158;AT1G29890
Dniva12155;AT1G29900
Dniva12132;AT1G29940
Dniva12151;AT1G29990
Dniva12129;AT1G30000
Dniva12154;AT1G30010
Dniva12138;AT1G30020
Dniva12146;AT1G30050
Dniva12130;AT1G30080
Dniva12163;AT1G30090
Dniva12147;AT1G30100
Dniva12045;AT1G30120
Dniva12040;AT1G30220
Dniva12058;AT1G30230
Dniva12071;AT1G30250
Dniva12070;AT1G30260
Dniva12059;AT1G30270
Dniva12054;AT1G30320
Dniva12051;AT1G30360
Dniva12035;AT1G30370
Dniva12048;AT1G30380
Dniva12037;AT1G30460
Dniva12069;AT1G30473
Dniva12077;AT1G30515
Dniva12080;AT1G30540
Dniva12100;AT1G30570
Dniva12089;AT1G30580
Dniva12081;AT1G30600
Dniva12073;AT1G30630
Dniva12105;AT1G30650
Dniva12074;AT1G30670
Dniva12108;AT1G30680
Dniva12093;AT1G30750
Dniva12095;AT1G30780
Dniva12123;AT1G30800
Dniva12106;AT1G30825
Dniva12112;AT1G30845
Dniva12099;AT1G30850
Dniva12072;AT1G30860
Dniva12115;AT1G30870
Dniva12026;AT1G30950
Dniva12021;AT1G31020
Dniva12016;AT1G31190
Dniva12012;AT1G31220
Dniva12006;AT1G31240
Dniva12015;AT1G31280
Dniva11975;AT1G31310
Dniva12022;AT1G31320
Dniva12007;AT1G31335
Dniva11979;AT1G31410
Dniva11929;AT1G31440
Dniva11935;AT1G31460
Dniva11919;AT1G31470
Dniva11960;AT1G31480
Dniva11931;AT1G31490
Dniva11951;AT1G31730
Dniva11921;AT1G31760
Dniva11917;AT1G31770
Dniva11953;AT1G31780
Dniva11956;AT1G31800
Dniva11942;AT1G31817
Dniva11916;AT1G31860
Dniva11937;AT1G31940
Dniva11900;AT1G32060
Dniva11881;AT1G32090
Dniva11893;AT1G32120
Dniva11902;AT1G32150
Dniva11901;AT1G32160
Dniva11892;AT1G32170
Dniva11807;AT1G32250
Dniva11779;AT1G32260
Dniva24360;AT1G32280
Dniva11826;AT1G32310
Dniva11793;AT1G32340
Dniva11792;AT1G32350
Dniva11818;AT1G32415
